CustomerId,Exited
15575410,0.12
15646082,0.07
15807433,0.08
15766575,0.78
15660316,0.33
15776518,0.21
15773779,0.27
15666163,0.26
15680706,0.61
15771442,0.13
15687270,0.25
15702566,0.08
15796370,0.11
15624293,0.41
15603135,0.88
15725679,0.61
15586880,0.05
15638803,0.02
15691875,0.36
15607874,0.0
15641389,0.52
15783477,0.42
15725039,0.06
15580203,0.09
15650432,0.18
15698786,0.27
15691483,0.04
15726490,0.3
15612832,0.03
15681316,0.09
15626710,0.15
15692575,0.14
15573452,0.51
15765375,0.47
15768387,0.01
15752885,0.28
15698619,0.04
15670427,0.06
15686743,0.01
15636634,0.13
15712930,0.11
15690589,0.38
15776047,0.0
15778157,0.04
15611644,0.11
15768530,0.0
15688713,0.2
15632521,0.44
15581620,0.33
15627881,0.0
15712813,0.76
15620735,0.14
15583067,0.05
15743076,0.05
15754569,0.03
15653620,0.04
15597394,0.05
15776733,0.18
15583764,0.22
15632503,0.06
15671322,0.12
15756301,0.26
15730793,0.43
15806941,0.19
15759317,0.07
15749807,0.04
15620832,0.04
15715078,0.06
15802207,0.17
15572050,0.6
15803078,0.07
15677087,0.17
15569641,0.44
15799635,0.64
15605276,0.01
15620323,0.16
15791302,0.01
15667633,0.11
15619898,0.22
15634375,0.01
15602043,0.47
15786215,0.49
15593773,0.02
15813163,0.16
15613463,0.18
15773503,0.01
15698324,0.19
15742504,0.01
15686461,0.22
15606115,0.31
15751774,0.25
15670345,0.22
15806486,0.18
15755642,0.0
15801934,0.03
15807593,0.19
15784687,0.06
15624596,0.03
15631359,0.09
15748473,0.0
15687094,0.16
15754342,0.51
15602841,0.02
15698716,0.55
15602797,0.84
15566380,0.04
15767358,0.5
15580252,0.35
15779904,0.0
15724623,0.18
15615096,0.01
15640161,0.18
15594651,0.11
15685829,0.07
15769110,0.31
15663134,0.05
15594720,0.13
15711572,0.06
15713479,0.03
15602479,0.02
15751912,0.01
15807473,0.0
15572461,0.13
15742091,0.57
15795224,0.41
15701109,0.17
15568006,0.91
15683618,0.08
15603378,0.04
15751167,0.09
15747677,0.09
15662532,0.19
15581036,0.14
15709523,0.15
15674929,0.04
15723851,0.25
15594340,0.24
15766205,0.24
15700772,0.12
15754267,0.12
15783019,0.76
15759684,0.17
15758836,0.0
15798737,0.01
15624423,0.16
15798256,0.21
15812197,0.18
15672754,0.24
15813095,0.02
15696900,0.03
15632899,0.08
15574012,0.18
15797686,0.11
15698028,0.07
15681332,0.27
15622631,0.37
15644103,0.02
15749114,0.04
15744368,0.19
15625080,0.84
15715541,0.41
15646196,0.23
15570299,0.19
15715532,0.06
15645569,0.05
15571081,0.37
15700752,0.01
15737025,0.48
15752912,0.02
15647975,0.11
15599211,0.02
15720820,0.05
15714260,0.02
15723858,0.07
15624611,0.01
15585907,0.04
15592773,0.86
15601569,0.34
15617401,0.04
15585255,0.35
15768816,0.4
15625586,0.01
15740345,0.23
15719991,0.62
15626795,0.25
15639049,0.02
15656322,0.22
15678572,0.01
15734058,0.16
15744789,0.29
15570002,0.96
15792868,0.41
15733964,0.23
15604782,0.22
15693200,0.15
15638882,0.78
15783225,0.77
15653547,0.27
15570073,0.32
15778604,0.24
15692977,0.07
15746594,0.09
15616922,0.13
15585133,0.09
15676909,0.03
15814940,0.04
15790782,0.15
15794560,0.57
15678882,0.32
15668767,0.23
15698927,0.01
15738042,0.07
15693904,0.06
15708228,0.32
15581893,0.17
15696826,0.06
15657829,0.17
15800049,0.19
15581198,0.65
15757632,0.19
15598751,0.79
15778934,0.08
15729515,0.06
15651140,0.13
15600258,0.02
15790336,0.02
15657321,0.09
15617348,0.06
15630413,0.04
15622321,0.06
15709653,0.01
15767594,0.02
15656707,0.09
15676835,0.03
15804075,0.21
15655082,0.87
15570769,0.11
15741643,0.08
15576111,0.36
15747208,0.6
15591607,0.07
15673907,0.0
15731755,0.25
15667889,0.0
15693381,0.02
15603247,0.24
15611947,0.07
15743193,0.04
15722758,0.01
15738751,0.31
15613085,0.13
15801473,0.02
15624892,0.02
15771855,0.04
15616451,0.21
15653776,0.88
15792305,0.83
15677955,0.44
15752097,0.1
15702561,0.05
15811970,0.13
15580912,0.02
15636105,0.01
15711219,0.51
15719931,0.06
15617304,0.02
15626008,0.74
15649744,0.3
15577064,0.12
15694376,0.9
15730360,0.02
15754952,0.61
15728480,0.03
15802501,0.15
15595426,0.08
15731815,0.91
15654156,0.22
15808526,0.41
15667632,0.13
15811589,0.05
15600879,0.16
15633854,0.03
15765311,0.02
15769902,0.01
15738835,0.14
15690440,0.04
15568982,0.02
15592091,0.02
15753969,0.19
15702434,0.05
15767391,0.05
15720155,0.15
15812850,0.07
15783589,0.04
15790958,0.01
15610383,0.88
15703394,0.0
15679813,0.11
15653347,0.69
15641688,0.01
15609735,0.61
15618950,0.03
15636982,0.31
15778975,0.76
15683562,0.06
15718454,0.23
15803136,0.19
15669490,0.11
15611961,0.0
15577988,0.12
15621267,0.09
15809837,0.25
15721181,0.08
15773591,0.12
15638871,0.04
15725882,0.18
15727868,0.04
15720134,0.16
15804002,0.04
15723827,0.05
15737047,0.5
15789955,0.77
15706116,0.27
15575679,0.12
15782778,0.1
15714658,0.0
15708650,0.0
15713912,0.14
15644280,0.23
15737133,0.15
15752626,0.07
15789563,0.39
15632280,0.77
15636541,0.12
15684318,0.22
15708212,0.69
15576641,0.16
15663939,0.33
15641110,0.28
15748608,0.29
15742028,0.01
15573888,0.58
15772604,0.03
15599124,0.0
15692291,0.19
15727138,0.1
15776824,0.14
15774104,0.06
15809286,0.04
15754577,0.62
15805104,0.04
15596175,0.25
15806546,0.4
15731865,0.01
15623695,0.01
15613427,0.66
15707114,0.0
15687903,0.0
15746035,0.08
15705735,0.02
15675964,0.34
15620756,0.55
15647301,0.29
15762745,0.04
15685628,0.0
15633233,0.6
15683657,0.07
15803032,0.3
15764237,0.01
15767871,0.08
15812184,0.11
15775235,0.16
15778368,0.83
15609160,0.01
15660505,0.51
15654964,0.36
15777958,0.01
15797194,0.07
15659305,0.19
15771417,0.16
15603216,0.0
15662578,0.18
15787825,0.15
15688876,0.03
15690452,0.62
15738672,0.09
15640905,0.09
15576313,0.31
15580579,0.26
15734588,0.05
15756655,0.01
15595537,0.43
15666652,0.03
15660200,0.0
15733460,0.03
15765415,0.12
15721207,0.54
15742834,0.36
15594039,0.03
15707968,0.01
15812616,0.68
15813159,0.27
15808905,0.12
15735346,0.28
15746258,0.06
15709252,0.16
15629002,0.07
15591932,0.04
15582090,0.37
15684868,0.87
15765048,0.0
15570859,0.0
15814267,0.13
15736043,0.03
15720943,0.4
15640418,0.43
15656096,0.02
15749688,0.02
15807120,0.35
15614813,0.61
15630511,0.0
15622117,0.01
15605284,0.0
15778154,0.47
15649112,0.06
15737795,0.1
15572294,0.09
15751561,0.8
15788291,0.3
15709511,0.04
15573112,0.04
15738936,0.04
15625445,0.06
15680685,0.06
15687477,0.22
15750574,0.01
15670738,0.5
15742798,0.2
15734044,0.1
15649414,0.21
15566563,0.11
15727291,0.11
15690153,0.02
15713608,0.15
15613886,0.29
15799811,0.26
15673342,0.01
15656454,0.04
15805637,0.76
15785485,0.46
15665238,0.15
15596624,0.01
15777904,0.06
15596979,0.05
15675380,0.26
15782941,0.05
15774882,0.08
15784301,0.07
15632079,0.18
15602280,0.16
15652700,0.07
15660809,0.02
15586243,0.18
15605263,0.09
15814772,0.44
15597536,0.25
15770631,0.04
15711130,0.1
15657439,0.03
15585777,0.04
15680918,0.01
15617206,0.26
15578835,0.17
15771509,0.24
15622454,0.03
15589312,0.02
15583597,0.36
15761506,0.02
15740442,0.56
15713644,0.02
15774491,0.03
15667392,0.06
15582149,0.08
15682472,0.12
15589431,0.47
15643916,0.23
15624397,0.23
15650454,0.11
15758845,0.13
15674932,0.17
15721116,0.07
15766183,0.06
15798429,0.09
15595917,0.04
15759066,0.34
15792151,0.01
15752081,0.73
15601045,0.05
15588535,0.09
15696859,0.36
15742323,0.02
15732621,0.11
15591628,0.45
15764409,0.03
15574372,0.11
15683375,0.11
15686780,0.24
15656937,0.11
15791040,0.06
15779481,0.04
15596808,0.34
15753102,0.24
15758451,0.36
15792077,0.08
15733705,0.01
15634310,0.08
15623668,0.09
15585249,0.23
15677307,0.36
15631159,0.06
15701908,0.24
15644621,0.14
15665077,0.83
15756820,0.04
15705298,0.24
15620123,0.28
15762543,0.03
15659677,0.26
15686538,0.04
15599074,0.24
15672594,0.72
15695383,0.08
15772250,0.7
15672145,0.04
15697686,0.07
15760861,0.31
15738497,0.19
15636812,0.17
15651664,0.9
15734917,0.11
15569187,0.0
15760244,0.22
15611247,0.0
15694366,0.36
15575430,0.06
15705174,0.11
15616221,0.1
15595136,0.0
15667476,0.25
15622911,0.16
15792922,0.02
15712777,0.35
15689952,0.29
15783875,0.07
15811947,0.06
15638463,0.38
15626578,0.0
15584190,0.05
15799422,0.19
15796910,0.74
15793331,0.04
15766908,0.36
15698031,0.13
15622527,0.42
15615473,0.02
15785373,0.64
15587581,0.16
15773876,0.0
15580956,0.27
15627699,0.04
15808621,0.01
15794142,0.75
15645029,0.08
15608344,0.54
15716431,0.22
15799924,0.23
15603170,0.05
15660571,0.13
15678201,0.4
15593778,0.55
15581626,0.5
15741921,0.09
15730460,0.04
15611171,0.04
15666200,0.03
15586752,0.11
15582404,0.0
15771299,0.32
15767264,0.89
15623521,0.19
15715512,0.24
15706071,0.38
15636860,0.46
15745080,0.16
15810457,0.12
15616270,0.12
15658716,0.57
15735080,0.49
15753895,0.01
15590820,0.01
15576304,0.04
15692142,0.36
15597945,0.06
15789546,0.0
15759690,0.09
15611767,0.79
15765258,0.03
15780220,0.09
15696373,0.21
15700937,0.0
15712584,0.02
15604588,0.03
15723488,0.41
15809309,0.17
15625151,0.22
15642636,0.05
15680643,0.09
15569432,0.1
15777797,0.14
15697567,0.02
15683758,0.26
15605461,0.31
15579706,0.67
15696674,0.38
15676810,0.01
15735719,0.09
15746326,0.18
15751549,0.05
15591123,0.39
15732299,0.43
15660390,0.0
15605622,0.02
15687130,0.36
15742638,0.01
15759874,0.54
15618245,0.05
15654457,0.43
15665784,0.1
15698285,0.11
15626628,0.08
15569364,0.0
15659656,0.07
15624072,0.02
15775294,0.02
15671789,0.01
15647807,0.28
15661412,0.19
15736963,0.02
15569626,0.04
15655410,0.46
15654700,0.24
15714750,0.2
15616931,0.37
15620344,0.37
15743617,0.61
15705383,0.07
15639217,0.01
15650488,0.33
15714380,0.02
15753092,0.28
15803764,0.02
15676869,0.0
15622532,0.28
15735687,0.1
15648989,0.24
15582180,0.03
15617648,0.23
15715769,0.04
15701333,0.19
15580560,0.31
15614054,0.0
15682890,0.0
15584930,0.14
15723481,0.01
15687658,0.42
15792329,0.15
15722409,0.29
15724889,0.1
15776229,0.29
15713853,0.22
15621457,0.03
15775306,0.54
15760774,0.07
15569266,0.15
15716608,0.48
15716024,0.01
15654074,0.07
15755225,0.08
15776545,0.25
15790564,0.09
15746065,0.06
15773039,0.23
15620988,0.11
15596870,0.74
15628272,0.23
15753831,0.04
15723318,0.68
15616954,0.02
15600106,0.0
15715031,0.01
15687607,0.09
15734987,0.11
15662243,0.41
15638494,0.47
15581479,0.01
15751926,0.09
15649992,0.1
15575417,0.14
15670587,0.12
15732987,0.22
15703707,0.23
15602030,0.01
15569595,0.7
15603565,0.9
15625023,0.33
15775888,0.21
15782404,0.18
15643330,0.03
15802570,0.23
15690021,0.45
15673570,0.0
15750299,0.05
15685844,0.26
15582847,0.02
15649379,0.12
15708003,0.27
15662483,0.1
15687431,0.08
15793042,0.06
15666173,0.06
15815530,0.37
15578865,0.46
15777504,0.06
15567630,0.31
15812040,0.1
15573851,0.46
15642022,0.05
15579566,0.27
15698321,0.02
15637522,0.08
15665438,0.22
15761692,0.06
15709737,0.04
15573741,0.08
15750837,0.41
15718588,0.14
15752508,0.03
15656176,0.18
15764195,0.05
15735221,0.03
15605279,0.66
15642098,0.15
15766288,0.28
15666975,0.22
15759133,0.03
15780514,0.16
15749947,0.12
15717398,0.27
15790299,0.69
15625395,0.0
15705663,0.21
15746341,0.01
15765537,0.08
15771728,0.81
15580249,0.31
15594305,0.06
15721460,0.79
15803941,0.34
15772262,0.16
15571302,0.15
15719276,0.06
15576256,0.01
15756918,0.07
15636935,0.04
15751333,0.02
15773221,0.14
15616929,0.13
15614643,0.16
15569807,0.2
15675787,0.02
15736879,0.0
15642162,0.29
15784209,0.55
15616833,0.0
15625632,0.03
15734202,0.59
15658956,0.06
15808689,0.0
15595037,0.47
15800295,0.11
15611682,0.06
15637354,0.1
15811565,0.26
15703059,0.54
15795640,0.06
15632010,0.03
15615207,0.3
15756848,0.2
15723263,0.23
15659094,0.28
15729970,0.09
15725776,0.12
15689661,0.04
15746708,0.89
15596074,0.12
15596165,0.05
15778142,0.08
15624180,0.83
15591357,0.42
15686885,0.17
15808851,0.32
15635728,0.03
15807335,0.1
15586135,0.16
15623346,0.01
15733876,0.0
15646566,0.68
15809320,0.74
15694644,0.34
15589195,0.26
15689751,0.2
15654211,0.14
15663386,0.01
15657779,0.0
15705639,0.01
15697424,0.11
15580366,0.21
15653275,0.51
15591740,0.17
15605698,0.48
15688264,0.14
15598266,0.13
15580493,0.06
15758048,0.29
15623566,0.17
15799534,0.25
15756668,0.01
15722246,0.37
15633274,0.12
15806420,0.0
15662751,0.21
15704014,0.12
15646594,0.27
15736069,0.34
15805413,0.08
15657812,0.05
15587177,0.03
15775307,0.1
15758726,0.14
15651943,0.24
15811177,0.25
15570485,0.13
15767793,0.08
15608916,0.16
15668009,0.03
15731463,0.41
15679884,0.81
15610781,0.16
15720929,0.8
15780432,0.0
15750396,0.0
15760121,0.07
15811026,0.12
15647570,0.67
15707918,0.15
15621021,0.16
15778290,0.16
15731553,0.01
15690332,0.16
15672152,0.25
15810845,0.02
15640846,0.89
15775750,0.12
15721719,0.07
15701768,0.03
15742269,0.12
15568748,0.37
15619699,0.55
15647402,0.04
15632118,0.31
15613673,0.23
15636595,0.01
15594502,0.07
15794137,0.19
15731327,0.05
15735968,0.04
15669987,0.14
15635502,0.52
15605020,0.29
15571928,0.66
15806880,0.12
15722599,0.28
15642291,0.01
15776850,0.1
15638269,0.14
15632344,0.09
15738516,0.44
15620746,0.39
15701687,0.71
15811594,0.08
15630195,0.29
15787835,0.08
15603883,0.01
15624793,0.21
15611759,0.3
15801417,0.04
15588859,0.34
15689786,0.68
15772528,0.21
15808044,0.75
15629244,0.25
15696506,0.18
15657228,0.1
15665811,0.1
15575428,0.1
15737782,0.05
15588019,0.26
15634815,0.0
15645572,0.32
15657349,0.82
15771569,0.55
15568819,0.84
15618661,0.03
15811032,0.25
15567437,0.29
15815125,0.15
15593250,0.01
15745201,0.15
15593094,0.18
15656426,0.12
15657386,0.42
15590097,0.12
15643439,0.14
15702464,0.06
15734628,0.03
15812607,0.38
15750545,0.55
15682547,0.06
15672053,0.02
15764314,0.19
15761783,0.15
15758606,0.46
15779247,0.2
15588090,0.54
15724423,0.13
15687913,0.35
15705899,0.03
15766172,0.05
15679075,0.17
15695097,0.12
15672374,0.54
15724890,0.01
15636069,0.32
15621815,0.22
15667944,0.05
15745804,0.0
15701291,0.05
15644977,0.02
15619708,0.04
15621893,0.11
15654456,0.53
15756743,0.04
15748854,0.15
15590683,0.13
15770406,0.19
15723856,0.04
15787026,0.03
15769522,0.28
15812720,0.1
15570932,0.16
15789936,0.01
15580043,0.12
15569050,0.54
15608541,0.39
15589666,0.28
15633531,0.17
15637366,0.09
15569878,0.13
15588622,0.08
15629603,0.0
15808334,0.13
15646817,0.3
15732963,0.02
15797960,0.72
15589793,0.52
15783276,0.0
15814750,0.04
15801411,0.36
15801152,0.08
15604196,0.1
15609558,0.27
15717962,0.17
15659327,0.43
15699507,0.01
15782468,0.17
15578251,0.22
15721383,0.03
15743153,0.19
15593331,0.12
15684548,0.08
15679200,0.07
15766906,0.15
15790448,0.2
15790689,0.17
15775082,0.08
15610042,0.04
15670266,0.14
15751180,0.2
15783463,0.01
15755084,0.03
15748327,0.14
15648075,0.51
15626608,0.32
15681924,0.11
15578098,0.01
15660429,0.22
15722701,0.17
15684296,0.04
15610419,0.09
15570533,0.38
15737748,0.4
15737909,0.15
15810347,0.02
15628112,0.26
15634936,0.39
15774872,0.02
15746199,0.11
15681068,0.3
15658987,0.26
15624068,0.12
15780989,0.2
15803337,0.16
15715465,0.09
15629739,0.39
15632736,0.04
15774277,0.05
15600734,0.2
15675316,0.0
15612966,0.42
15641007,0.17
15656829,0.02
15738605,0.55
15612769,0.03
15623828,0.03
15791006,0.18
15633950,0.19
15576196,0.45
15796074,0.05
15596303,0.12
15606273,0.01
15703563,0.07
15636353,0.01
15684103,0.03
15740487,0.62
15660535,0.03
15794661,0.0
15585041,0.01
15649858,0.13
15677377,0.06
15762198,0.01
15675360,0.13
15697035,0.01
15750970,0.15
15617982,0.19
15761986,0.16
15567919,0.05
15718369,0.24
15786800,0.62
15704340,0.22
15631709,0.07
15658211,0.06
15631603,0.08
15680772,0.0
15636590,0.08
15755863,0.22
15608968,0.1
15608406,0.08
15652883,0.16
15812518,0.05
15780805,0.0
15737571,0.02
15780870,0.2
15751193,0.02
15704763,0.47
15625522,0.0
15800814,0.05
15680405,0.07
15642655,0.09
15619935,0.12
15785367,0.85
15633866,0.12
15814331,0.26
15806134,0.11
15594133,0.81
15756932,0.0
15734578,0.54
15796838,0.25
15659100,0.02
15799300,0.51
15686957,0.11
15596811,0.17
15639368,0.09
15594436,0.02
15702919,0.03
15691823,0.08
15625916,0.06
15793070,0.14
15608114,0.13
15655859,0.03
15591942,0.09
15764892,0.39
15611325,0.09
15581548,0.19
15716984,0.62
15592078,0.14
15692750,0.91
15801296,0.16
15708265,0.12
15799859,0.57
15766552,0.0
15680970,0.32
15632669,0.01
15667289,0.19
15595162,0.3
15622833,0.4
15670866,0.0
15810593,0.57
15811486,0.1
15810660,0.04
15621210,0.54
15724863,0.61
15776936,0.25
15768193,0.01
15770474,0.25
15719898,0.05
15589496,0.01
15698349,0.0
15632551,0.02
15807163,0.24
15789714,0.06
15586174,0.22
15716134,0.22
15574369,0.29
15723153,0.02
15773709,0.05
15585198,0.23
15566251,0.11
15709295,0.02
15597610,0.09
15707078,0.45
15571689,0.07
15632665,0.25
15775192,0.69
15800031,0.33
15607526,0.81
15707602,0.19
15769955,0.06
15594862,0.03
15627298,0.01
15715597,0.05
15756475,0.11
15767681,0.0
15609254,0.1
15789557,0.21
15710928,0.42
15756871,0.1
15725509,0.07
15570629,0.24
15731478,0.39
15723320,0.12
15758031,0.04
15802060,0.13
15645815,0.05
15723169,0.17
15599722,0.1
15623595,0.04
15748718,0.0
15768777,0.01
15684908,0.4
15676156,0.03
15660144,0.0
15646374,0.06
15712938,0.13
15789874,0.05
15586300,0.04
15589924,0.09
15773906,0.0
15811773,0.02
15588235,0.13
15690829,0.63
15733616,0.18
15672082,0.54
15659399,0.41
15795149,0.0
15775892,0.26
15710012,0.08
15612418,0.08
15707120,0.38
15599289,0.21
15586069,0.06
15744044,0.67
15764419,0.02
15695632,0.2
15772995,0.01
15689168,0.0
15752601,0.13
15759741,0.2
15652658,0.02
15718242,0.85
15763256,0.64
15735358,0.24
15766741,0.03
15801265,0.64
15815690,0.12
15624715,0.34
15760550,0.03
15772632,0.01
15794895,0.0
15766066,0.25
15653315,0.01
15806570,0.89
15717560,0.49
15568469,0.04
15791877,0.05
15677785,0.02
15602034,0.16
15627185,0.08
15700965,0.0
15697283,0.02
15645593,0.16
15796764,0.8
15714046,0.01
15572626,0.04
15572021,0.05
15667932,0.06
15774098,0.0
15804586,0.79
15780212,0.42
15687079,0.71
15792107,0.09
15588701,0.02
15614103,0.41
15603846,0.01
15677305,0.08
15593601,0.03
15699294,0.01
15709117,0.28
15668104,0.08
15746674,0.54
15722061,0.18
15694272,0.02
15607330,0.13
15781272,0.72
15572706,0.28
15799998,0.22
15600392,0.16
15741181,0.24
15720649,0.1
15785024,0.43
15682839,0.36
15798605,0.03
15792607,0.02
15733111,0.02
15730469,0.01
15655648,0.05
15792934,0.04
15710456,0.04
15733032,0.03
15723706,0.04
15712596,0.29
15565796,0.57
15805025,0.32
15752984,0.14
15739271,0.11
15777826,0.0
15728693,0.38
15760090,0.0
15691170,0.12
15812982,0.13
15646091,0.15
15637315,0.12
15682618,0.02
15813503,0.02
15706223,0.07
15655368,0.42
15692430,0.04
15615457,0.27
15712287,0.0
15769783,0.23
15632816,0.57
15685576,0.02
15661821,0.65
15608528,0.67
15738318,0.11
15649060,0.01
15789611,0.51
15602851,0.27
15768887,0.0
15696301,0.27
15729412,0.16
15742607,0.18
15751057,0.19
15763898,0.2
15757537,0.02
15614893,0.17
15731330,0.18
15808223,0.05
15581526,0.0
15644179,0.07
15647800,0.12
15633586,0.07
15813659,0.83
15684294,0.06
15768104,0.13
15718852,0.22
15632345,0.06
15774510,0.11
15789339,0.16
15688157,0.04
15645248,0.07
15780038,0.05
15566467,0.12
15639788,0.13
15727059,0.08
15734005,0.07
15664311,0.11
15810942,0.47
15800961,0.18
15777179,0.01
15792729,0.16
15734737,0.13
15788442,0.52
15586914,0.0
15638513,0.17
15723654,0.05
15688498,0.08
15708513,0.15
15586133,0.77
15730287,0.82
15576774,0.07
15624437,0.06
15631063,0.05
15619116,0.03
15662263,0.05
15737542,0.29
15648702,0.15
15740072,0.02
15643574,0.0
15589739,0.36
15571148,0.06
15665956,0.49
15801701,0.02
15720529,0.01
15637650,0.22
15748920,0.07
15705352,0.06
15804862,0.34
15657868,0.44
15576745,0.4
15683841,0.14
15757140,0.23
15677049,0.11
15645772,0.01
15653572,0.16
15801863,0.03
15735388,0.03
15692671,0.0
15708048,0.19
15612109,0.04
15754605,0.06
15653065,0.08
15797900,0.7
15653773,0.28
15623143,0.1
15596992,0.44
15776156,0.01
15790659,0.06
15603096,0.27
15778897,0.04
15752137,0.04
15681402,0.32
15709451,0.07
15612092,0.21
15637876,0.19
15617419,0.04
15623858,0.26
15578073,0.0
15703119,0.01
15660866,0.06
15813590,0.02
15807568,0.16
15574761,0.07
15646168,0.0
15704315,0.05
15779176,0.76
15748381,0.23
15592707,0.21
15621031,0.0
15619045,0.09
15680197,0.08
15606944,0.55
15636388,0.26
15654673,0.42
15739692,0.03
15589200,0.03
15811236,0.03
15692761,0.23
15567893,0.14
15612350,0.34
15776096,0.2
15677828,0.05
15645637,0.35
15632977,0.14
15595221,0.32
15600974,0.43
15725141,0.22
15716491,0.16
15796721,0.05
15611189,0.18
15599152,0.11
15795881,0.02
15749851,0.04
15662426,0.04
15590676,0.07
15707144,0.05
15745623,0.04
15603134,0.29
15572093,0.15
15605072,0.32
15736510,0.84
15654870,0.16
15759566,0.03
15639665,0.1
15780498,0.06
15576928,0.11
15634950,0.38
15665695,0.13
15654506,0.01
15651983,0.38
15637235,0.01
15583221,0.07
15783526,0.07
15796343,0.03
15658614,0.17
15786739,0.04
15618647,0.08
15650538,0.51
15612594,0.01
15656029,0.06
15672357,0.03
15588080,0.75
15672610,0.19
15595039,0.36
15574480,0.06
15714080,0.18
15738063,0.03
15662189,0.17
15715673,0.66
15722072,0.23
15721024,0.07
15700383,0.07
15788634,0.19
15617657,0.05
15733229,0.11
15741417,0.11
15794493,0.05
15583580,0.48
15667460,0.0
15734461,0.16
15775949,0.05
15577831,0.39
15598331,0.22
15787529,0.13
15706131,0.07
15667046,0.09
15627377,0.01
15588923,0.12
15628999,0.17
15799480,0.16
15574352,0.19
15589869,0.4
15779529,0.01
15756150,0.14
15666297,0.81
15584156,0.53
15612633,0.15
15812230,0.73
15663706,0.19
15724858,0.69
15613180,0.2
15583552,0.38
15738291,0.18
15807989,0.02
15661629,0.04
15690546,0.73
15681956,0.01
15633546,0.14
15673591,0.69
15587311,0.02
15675585,0.12
15666548,0.75
15589348,0.09
15748936,0.07
15651389,0.1
15770543,0.13
15704168,0.24
15759913,0.15
15806837,0.02
15639303,0.53
15607275,0.4
15721504,0.04
15627027,0.01
15800515,0.07
15784042,0.29
15758685,0.0
15581840,0.0
15570990,0.32
15684319,0.26
15782219,0.01
15668958,0.03
15801994,0.02
15765093,0.08
15570855,0.0
15758939,0.18
15574743,0.01
15815095,0.45
15658504,0.25
15797736,0.04
15693326,0.2
15733138,0.21
15769818,0.6
15710424,0.26
15756975,0.02
15700424,0.18
15574169,0.56
15783083,0.02
15650026,0.14
15614687,0.26
15585490,0.15
15798521,0.01
15785869,0.01
15598338,0.08
15790678,0.12
15611105,0.01
15763544,0.17
15580845,0.38
15610403,0.07
15764444,0.13
15690540,0.16
15794278,0.12
15628600,0.44
15703143,0.04
15633194,0.8
15587562,0.15
15591822,0.03
15665416,0.14
15774857,0.0
15806913,0.49
15730738,0.01
15769980,0.41
15770567,0.09
15788224,0.67
15632472,0.11
15699309,0.44
15710408,0.06
15670755,0.04
15591577,0.05
15699047,0.03
15774931,0.02
15618391,0.02
15780144,0.11
15802483,0.01
15736769,0.01
15788536,0.16
15641662,0.11
15754599,0.02
15688963,0.49
15706464,0.05
15675888,0.06
15730418,0.0
15807525,0.11
15815615,0.06
15673599,0.02
15717498,0.12
15701605,0.19
15583049,0.2
15795246,0.32
15700540,0.37
15578788,0.07
15800703,0.08
15624744,0.53
15771702,0.25
15734565,0.01
15667134,0.03
15710053,0.09
15566531,0.11
15658449,0.47
15744843,0.25
15626385,0.02
15801436,0.21
15712264,0.05
15693771,0.4
15568953,0.04
15815552,0.16
15711062,0.07
15679991,0.0
15725762,0.08
15624623,0.03
15704509,0.04
15694995,0.0
15694717,0.19
15745088,0.14
15633612,0.07
15702298,0.45
15687626,0.02
15769191,0.35
15744109,0.08
15717995,0.04
15626322,0.17
